File,EntryID,Name,English,Chinese
CardTable,1217,,"For your combat check, discard this card to use your Arcane or Divine skill + 1d12 and add the Fire trait.\n\nDiscard this card to add 1d4 and the Fire trait to any combat check using a weapon. If you do not have either the Arcane or Divine skill, banish this card.\n\nAfter playing this card, you may succeed at an Arcane or Divine 8 check to recharge this card instead of discarding it.\n\n&lt;i&gt;“Peppered oil, up the nose, In with all the snot it goes. When you see a horse’s knees, Roast them right with burning sneeze!”&lt;/i&gt;\n—Goblin wizarding song","用 于 战 斗 检 定 ， 弃 置 这 张 卡 以 使 用 你 的 奥 术 或 神 圣 技 能 + 1d12并 增 加 火 焰 特 性 。 \n\n弃 置 这 张 卡 以 增 加 任 意 使 用 武 器 的 战 斗 检 定 1d4和 火 焰 特 性 。 如 果 你 没 有 奥 术 和 神 圣 技 能 ， 放 逐 这 张 卡 牌 。 \n\n打 出 这 张 卡 牌 之 后 ， 可 以 成 功 奥 术 或 神 圣 8检 定 以 回 库 这 张 卡 而 不 是 将 其 弃 置 。 \n\n&lt;i&gt;“ 鼻 子 上 , 胡 椒 油 , 鼻 涕 与 油 不 分 你 我 。 当 你 看 到 一 匹 马 的 膝 盖 ， 用 燃 烧 的 喷 嚏 烤 了 它 们 ！ ” &lt;/i&gt;\n— — 地 精 法 师 歌 谣 "
CardTable,1218,,Grindylow,海 地 精 
CardTable,1219,,"The Grindylow may not be evaded.\n\nThe difficulty to defeat the Grindylow is increased by the scenario's adventure deck number.\n\n&lt;i&gt;“Yummy squid! Salty! Tough!\nTasty ‘cause they fight so rough.\nBut if squid have goblin grin,\nRun like hell, he ain’t your kin!”&lt;/i&gt;\n—Goblin beachcombing song",海 地 精 不 能 躲 避 。 \n\n打 败 海 地 精 的 难 度 随 着 场 景 冒 险 牌 库 数 量 而 增 加 。 \n\n&lt;i&gt;“ 好 吃 到 鱿 鱼 ! 咸 咸 的 ！ 硬 硬 的 ！ \n好 吃 ‘ 因 为 它 们 打 架 很 凶 猛 。 \n但 如 果 鱿 鱼 让 地 精 开 怀 大 笑 ， \n赶 快 逃 命 去 吧 ， 他 可 不 会 手 下 留 情 ！ ” &lt;/i&gt;\n— 地 精 乞 讨 歌 谣
CardTable,1220,,Horsechopper +1,斩 马 刀 +1
CardTable,1221,,"For your combat check, reveal this card to use your Strength or Melee skill + 1d10+1. If proficient with weapons, the difficulty of this check is increased by 4.\n\nIf you would fail a combat check with this weapon, you may discard this card to reroll the dice; take the new result.",用 于 战 斗 检 定 ， 亮 出 这 张 卡 牌 以 使 用 你 的 力 量 或 近 战 技 能 + 1d10+1.如 果 精 通 武 器 ， 这 次 检 定 难 度 增 加 4.\n\n如 果 使 用 这 个 武 器 会 输 掉 一 次 战 斗 检 定 ， 则 弃 置 这 张 卡 牌 以 掷 骰 子 ， 以 新 结 果 为 准 。 
CardTable,1222,,Blessing of Zarongel,扎 隆 格 的 祝 福 
CardTable,1223,,"Discard this card to add 1 die to any check.\n\nDiscard this card to add 2 dice to any check that has the Fire trait, or to add 2 dice to any check to defeat or acquire a card that has the Animal trait.\n\nDiscard this card to explore your location.\n\nAfter you play this card, if the top card of the blessings discard pile has the Zarongel trait, recharge this card instead of discarding it.",弃 置 这 张 卡 牌 为 任 意 检 定 增 加 1个 骰 子 。 \n\n弃 置 这 张 牌 ， 为 任 何 具 有 火 焰 特 性 的 检 定 增 加 2骰 子 ， 或 者 为 任 何 要 打 败 或 是 获 取 一 张 具 有 动 物 特 性 卡 牌 的 检 定 增 加 2骰 子 。 \n\n弃 置 这 张 牌 以 探 索 你 的 地 点 。 \n\n打 出 这 张 卡 之 后 ， 如 果 祝 福 弃 牌 牌 堆 最 上 面 一 张 卡 片 具 有 扎 隆 格 特 性 ， 回 库 这 张 卡 牌 而 不 是 将 其 弃 置 。 
CardTable,1224,,Birdcruncher Crown,嘎 吱 乌 鸦 
CardTable,1225,,"Reveal this card to evade a bane that has the Goblin trait.\n\nWhen you defeat a bane that has the Goblin trait, you may recharge this card to examine your location deck until you find a weapon, an item, or an armor; add it to your hand and shuffle the location deck.\n\n&lt;i&gt;“Biggest, baddest, meanest, best!\nCrunched more birds than all the rest!\nEat them up, get all fat,\nYou the chief, now wear the hat!”&lt;/i&gt;\n—Goblin coronation song",亮 出 这 张 卡 牌 以 躲 避 一 次 具 有 地 精 特 性 的 祸 害 。 \n\n当 你 打 败 了 一 个 具 有 地 精 特 性 的 祸 害 ， 则 可 以 回 库 这 张 卡 以 查 看 当 前 地 点 牌 库 直 到 找 到 一 把 武 器 ， 或 一 件 道 具 ， 或 一 件 护 甲 ； 将 其 添 加 至 手 牌 并 洗 混 地 点 牌 库 。 \n\n&lt;i&gt;“ 最 大 、 最 坏 、 最 抠 、 最 好 ！ \n咬 碎 更 多 的 鸟 ！ \n吃 掉 它 们 ， 养 肥 自 己 ， \n你 是 首 领 ， 戴 上 帽 子 ！ ” &lt;/i&gt;\n— 地 精 加 冕 曲
CardTable,1226,,Dance with Squealy Nord,与 猪 共 舞 
CardTable,1227,,"If defeated, draw 1d4 new items, choose 1 to add to your hand, then banish the rest.\n\nIf undefeated, you are dealt 1 Combat damage; choose another character at your location to draw a card.\n\n&lt;i&gt;“Piggy, piggy, piggy, pig!\nHard to ride when they get big!\nSo catch yourself a piggy pup,\nAnd ride him till the sun comes up!”&lt;/i&gt;\n—Goblin lullaby","如 果 被 打 败 ， 摸 1d4新 道 具 ， 选 择 一 个 加 入 至 你 的 手 牌 ， 放 逐 其 余 道 具 。 \n\n如 果 未 被 打 败 ， 你 将 受 到 1战 斗 伤 害 ； 选 择 当 前 位 置 另 一 个 角 色 摸 一 张 牌 片 。 \n\n&lt;i&gt;“ 小 猪 , 小 猪 , 小 猪 猪 !\n长 高 长 肥 不 好 骑 ！ \n快 去 抓 头 小 小 猪 ， \n一 直 骑 到 天 放 亮 ！ ” &lt;/i&gt;\n— 地 精 摇 篮 曲 "
CardTable,1228,,Goblin Plate +1,地 精 板 甲 +1
CardTable,1229,,"Recharge this card to reduce Combat or Fire damage dealt to you by 3.\n\nBanish this card to reduce all damage dealt to you to 0; a random character at your location is dealt 1 Combat damage. If proficient with heavy armors, bury this card instead of banishing it.\n\nIf proficient with heavy armors, you may recharge this card when you reset your hand.\n\n&lt;i&gt;“Links of steel and shiny metal,\nDecorate with pointy nettle,\nNot too pretty, might be shoddy,\nHelps keep blood in goblin body!”&lt;/i&gt;\n—Goblin smithing song","回 库 这 张 卡 牌 以 减 少 受 到 的 3战 斗 或 火 焰 伤 害 。 \n\n放 逐 这 张 卡 牌 将 受 到 的 所 有 伤 害 减 为 0； 当 前 地 点 一 个 随 机 角 色 受 到 1战 斗 伤 害 。 如 果 精 通 重 型 护 甲 ， 埋 葬 这 张 卡 牌 而 不 是 将 其 放 逐 。 \n\n如 果 精 通 重 型 护 甲 ， 则 可 以 在 重 置 手 牌 时 回 库 这 张 卡 牌 。 \n\n&lt;i&gt;“ 连 接 钢 铁 和 闪 闪 亮 亮 的 金 属 ,\n以 尖 尖 的 荨 麻 点 缀 ， \n不 太 好 看 ， 或 许 还 有 点 粗 糙 ， \n却 能 止 住 地 精 的 血 ！ ” &lt;/i&gt;\n— 地 精 铁 匠 之 歌 "
CardTable,1230,,Flaming Scimitar +1,火 焰 弯 刀 +1
CardTable,1231,,"For your combat check, reveal this card to use your Strength or Melee skill + 1d6+1; you may additionally discard this card to add another 1d6+1 and the Fire trait. If not proficient with weapons, the difficulty of this check is increased by 4.",用 于 战 斗 检 定 ， 亮 出 这 张 牌 以 使 用 你 的 力 量 或 近 战 技 能 + 1d6+1； 还 可 以 额 外 弃 置 这 张 牌 以 增 加 另 外 1d6+1和 火 焰 特 性 。 \n\n如 果 不 精 通 武 器 ， 这 次 检 定 难 度 增 加 4。
CardTable,1232,,Paralyze,麻 痹 
CardTable,1233,,"Discard this card to evade a non-villain monster; put it on the top or bottom of its location deck.\n\nAfter playing this card, if you do not have either the Arcane or Divine skill, banish it; otherwise, you may succeed at an Arcane or a Divine 10 check to recharge this card instead of discarding it.",弃 置 这 张 牌 以 躲 避 一 个 非 反 派 怪 物 ； 将 其 放 置 于 其 地 点 牌 库 的 最 上 面 或 最 下 面 。 \n\n打 出 这 张 牌 后 ， 如 果 你 没 有 奥 术 和 神 圣 技 能 ， 则 将 其 放 逐 ； 否 则 能 成 功 奥 术 或 神 圣 10检 定 以 回 库 这 张 牌 而 不 是 将 其 弃 置 。 
CardTable,1234,,Life Leech,生 命 汲 取 
CardTable,1235,,"For your combat check, discard this card to use your Arcane skill + 2d4. Shuffle 1d4+1 random cards from your discard pile into your deck.\n\nAfter playing this card, if you do not have the Arcane skill, banish it; otherwise, succeed at an Arcane 15 check to recharge this card instead of discarding it.",用 于 战 斗 检 定 ， 弃 置 这 张 卡 以 使 用 你 的 奥 术 技 能 + 2d4.从 弃 牌 牌 堆 洗 1d4+1随 机 卡 牌 至 你 的 牌 库 。 \n\n打 出 这 张 卡 之 后 ， 如 果 你 没 有 奥 术 技 能 ， 则 将 其 放 逐 ； 否 则 成 功 奥 术 15检 定 以 回 库 这 张 卡 牌 而 不 是 将 其 弃 置 。
CardTable,1236,,Bewilder,迷 惑 
CardTable,1237,,"Discard this card to evade a monster and put it on the bottom of the deck. If you are exploring, you may immediately explore again.\n\nAfter playing this card, if you do not have the Arcane skill, banish it; otherwise, succeed at an Arcane 16 check to recharge this card instead of discarding it.",弃 置 这 张 卡 牌 以 躲 避 一 个 怪 物 并 将 其 置 于 牌 库 最 下 面 。 如 果 你 在 探 索 ， 则 可 以 立 即 再 次 探 索 。 \n\n打 出 这 张 卡 之 后 ， 如 果 你 没 有 奥 术 技 能 ， 则 将 其 放 逐 ； 否 则 成 功 奥 术 16检 定 以 回 库 这 张 卡 牌 而 不 是 将 其 弃 置 。
CardTable,1238,,Ophidian Armor,拟 蛇 护 甲 
CardTable,1239,,"Reveal this card to add 2 to your Dexterity check.\n\nRecharge this card to reduce Combat or Poison damage dealt to you by 2.\n\nBanish this card to reduce all damage dealt to you to 0; if proficient with light armors, bury this card instead.\n\nIf proficient with light armors, you may recharge this card when you reset your hand.",亮 出 这 张 卡 牌 以 增 加 2敏 捷 检 定 。 \n\n回 库 这 张 卡 牌 以 减 少 受 到 的 2战 斗 或 毒 素 伤 害 。 \n\n放 逐 这 张 卡 牌 将 受 到 的 所 有 伤 害 减 为 0； 如 果 精 通 轻 型 护 甲 ， 埋 葬 这 张 卡 牌 。 \n\n如 果 精 通 轻 型 护 甲 ， 则 可 以 在 重 置 手 牌 时 回 库 这 张 卡 牌 。 
CardTable,1240,,Dilettante,外 行 艺 术 家 
CardTable,1241,,Recharge this card to add 1d4 to your non-combat check.\n\nDiscard this card to explore your location.,回 库 这 张 卡 牌 以 增 加 1d4非 战 斗 检 定 。 \n\n弃 置 这 张 卡 牌 探 索 你 的 地 点 。 
CardTable,1242,,Fox,狐 狸 
CardTable,1243,,Recharge this card to add 1d4 to any Intelligence or Wisdom check.\n\nDiscard this card to explore your location.,回 库 这 张 卡 牌 以 增 加 1d4任 意 智 力 或 智 慧 检 定 。 \n\n弃 置 这 张 卡 牌 以 探 索 你 的 地 点 。 
CardTable,1244,,Noble Brat,贵 族 顽 童 
CardTable,1245,,Recharge this card to add 1d6 to your Diplomacy check.\n\nDiscard this card to explore your location.,回 库 这 张 卡 牌 以 增 加 1d6交 涉 检 定 。 \n\n弃 置 这 张 卡 牌 以 探 索 你 地 点 。 
CardTable,1246,,Social Climber,攀 龙 附 凤 者 
CardTable,1247,,"Recharge this card to automatically acquire an ally that does not have the Animal trait. Then roll 1d6. On a 1, banish this card.\n\nDiscard this card to explore your location.",回 库 这 张 卡 牌 以 自 动 获 取 一 个 不 具 有 动 物 特 性 的 盟 友 。 然 后 掷 1d6。 结 果 为 1， 则 放 逐 这 张 卡 牌 。 \n\n弃 置 这 张 卡 牌 以 探 索 你 的 地 点 。 
CardTable,1248,,Cook,厨 子 
CardTable,1249,,"At the start of your turn, display this card. While displayed, add 1d4 to any Constitution or Fortitude check by a character at your location. At the end of your turn, recharge this card.\n\nDiscard this card to explore your location.",回 合 开 始 时 ， 展 示 这 张 卡 牌 。 展 示 时 ， 为 一 个 当 地 角 色 的 任 何 体 质 或 强 韧 检 定 增 加 1d4。 回 合 结 束 时 ， 回 库 这 张 卡 牌 。 \n\n弃 置 这 张 卡 牌 以 探 索 你 的 地 点 。 
CardTable,1250,,Duelist,击 剑 者 
CardTable,1251,,Recharge this card to add 1d6 to your check that has the Finesse trait.\n\nDiscard this card to explore your location.,回 库 这 张 卡 为 具 有 娴 熟 特 性 的 检 定 增 加 1d6。 \n\n弃 置 这 张 卡 牌 以 探 索 你 的 地 点 。 
CardTable,1252,,Valet,仆 人 
CardTable,1253,,Reveal this card to add 2 to your Diplomacy check.\n\nDiscard this card to explore your location. Add 1d6 to your non-combat checks during this exploration.,亮 出 这 张 卡 牌 以 增 加 2交 涉 检 定 。 \n\n弃 置 这 张 卡 牌 以 探 索 你 的 地 点 。 为 这 次 探 索 中 的 非 战 斗 检 定 增 加 1d6。 
CardTable,1254,,Chevalier,武 士 
CardTable,1255,,Recharge this card to add 2d4 to your Melee combat check.\n\nBury this card to reduce all damage dealt to you to 0.,回 库 这 张 卡 牌 为 你 的 近 战 战 斗 检 定 增 加 2d4。 \n\n埋 葬 这 张 卡 牌 将 受 到 的 所 有 伤 害 减 为 0.
CardTable,1256,,Princeling,幼 君 
CardTable,1257,,"Reveal this card to add 2 to any Diplomacy check by a character at your location.\n\nRecharge this card to automatically succeed at your Diplomacy non-combat check.\n\nBury this card to automatically succeed at your check to acquire a weapon, an armor, or an item.",亮 出 这 张 卡 牌 为 当 前 地 点 中 的 一 个 角 色 增 加 2交 涉 检 定 。 \n\n回 库 这 张 卡 以 自 动 成 功 交 涉 非 战 斗 检 定 。 \n\n埋 葬 这 张 卡 以 自 动 成 功 检 定 获 得 武 器 ， 护 甲 或 道 具 。 
CardTable,1258,,Icy Hooked Hammer +1,冰 钩 锤 +1
CardTable,1259,,"For your combat check, reveal this card to use your Strength or Melee skill + 1d8+1; you may additionally discard this card to add another 1d8 and the Cold and Piercing traits. If not proficient with weapons, the difficulty of this check is increased by 4.",用 于 战 斗 检 定 ， 亮 出 这 张 卡 牌 以 使 用 你 的 力 量 或 近 战 技 能 + 1d8+1； 还 可 以 额 外 弃 置 这 张 卡 牌 以 另 外 增 加 1d8以 及 寒 冷 和 穿 刺 特 性 。\n\n如 果 不 精 通 武 器 ， 这 次 检 定 难 度 增 加 4。\n\n
CardTable,1260,,Sagacity,睿 智 
CardTable,1261,,"Display this card next to any character. While displayed, add 3 to that character’s Wisdom checks. At the end of the turn, if you do not have either the Arcane or Divine skill, banish this card; otherwise, attempt an Arcane or Divine 8 check. If you succeed, recharge this card; if you fail, discard it.",在 任 意 角 色 旁 边 展 示 这 张 卡 牌 。\n\n 展 示 时 ， 为 那 个 角 色 增 加 3智 慧 检 定 。\n\n 回 合 结 束 时 ， 如 果 你 没 有 奥 术 和 神 圣 技 能 ， 放 逐 这 张 卡 ； 否 则 尝 试 一 次 奥 术 或 神 圣 8检 定 。\n\n 如 果 成 功 了 ， 回 库 这 张 卡 牌 ； 如 果 失 败 了 ， 弃 置 这 张 卡 牌 。\n\n 
CardTable,1262,,Pure Holy Water,纯 圣 水 
CardTable,1263,,Discard this card to evade a bane you encounter that has the Outsider or Undead trait.\n\nBanish this card to add 2d12 to your check to defeat a bane that has the Outsider or Undead trait.,"弃 置 这 张 卡 牌 以 躲 避 一 次 遭 遇 的 具 有 异 界 生 物 和 不 死 的 祸 害 。 

放 逐 这 张 卡 牌 为 检 定 增 加 2d12以 打 败 一 次 具 有 异 界 生 物 和 不 死 特 性 的 祸 害 。"
CardTable,1264,,Smith,铁 匠 
CardTable,1265,,Recharge this card to add 1d10 to your check to acquire a weapon or an armor.\n\nDiscard this card to explore your location.,回 库 这 张 卡 牌 ， 增 加 1d10 到 你 的 检 定 以 获 得 一 把 武 器 或 一 件 护 甲 。 \n\n弃 置 这 张 卡 牌 以 探 索 你 的 地 点 。
CardTable,1266,,Evangelist,布 道 者 
CardTable,1267,,"Reveal this card to add 1 to your check.\n\nRecharge this card to add 1d6 to your Divine check, or to add 1d4 to any check by a character at your location.\n\nDiscard this card to explore your location.",亮 出 这 张 卡 牌 为 检 定 增 加 1。 \n\n回 库 这 张 卡 牌 为 你 的 神 圣 检 定 增 加 1d6， 或 者 为 一 个 在 当 前 地 点 的 角 色 增 加 任 何 检 定 的 1d4。 \n\n弃 置 这 张 卡 牌 以 探 索 你 的 地 点 。 
